er,ks2,ks3,ks4,ks_fp,of,qmax,tm,caserne_pompiers,centre_sully,domaine_epinoy,gare_sully,parc_chateau
0.548374866895843,28.5281390869664,30.3686454766849,30.6303990731761,8.36490286331391,-0.10664123192979,15863.2613703562,209375.3801662,0.270827788692168,0.000989815941749018,9.29975805450127,0.00101413772336808,0.0009874836698049471
0.0657880237575155,32.9228622915968,44.2593219695846,26.2282628091704,7.82605615531676,0.192011287429836,5216.53036457486,326438.73465047,0.00102988396630822,0.000989815941749018,7.55997110134424,0.0010151023658276,0.0009874836698049471
0.253033426744863,33.7670914496854,29.0325311267003,34.2193592990562,14.941218365297,-0.169822102243081,11083.4860401396,351631.809086654,0.00106270953348865,0.000989815941749018,8.679193328970468,0.00103141695158456,0.0009874836698049471
0.75491318552522,19.0456423090678,33.1124531578645,20.6779013553355,10.9958376144955,-0.0810519935326651,8403.93441028055,531573.227545756,0.0117726369726616,0.000989815941749018,8.87001744967267,0.0010264785552653302,0.0009874836698049471
0.271975758509245,22.3974387116078,44.0545449752826,28.3891045566415,9.24410550850909,-0.0457753345663659,17051.303550778,565772.465305728,0.288710178847734,0.000989815941749018,9.28957882054103,0.00102228735003371,0.0009874836698049471
0.178826374709839,19.6925107444823,43.3056843808293,22.8665485937893,18.3501879418234,0.0395822227823548,11985.227695338,429706.142757129,0.006217721788895771,0.000989815941749018,8.88273374135984,0.0010468796926682,0.0009874836698049471
0.751109029920772,18.9881232301379,40.2778092302242,26.2144053709414,12.4983900511242,-0.172663294298109,6759.91752320249,427410.853339186,0.00105483858576323,0.000989815941749018,8.0781079474652,0.00102752720737158,0.0009874836698049471
0.586380073670065,21.6258341935556,36.2064195438102,23.2198256516177,8.50174554102239,0.111363387615792,23733.4667909611,237165.426791829,0.613535794279771,0.000989815941749018,9.801359675249339,0.00101460010895963,0.0137508172200863
0.773632848691195,34.069405718171,33.3121933614183,29.4634556609951,17.2777008602989,-0.089855901580397,20392.7931186645,700933.752380184,0.411221358106351,0.000989815941749018,9.470720316700259,0.00105915847536009,0.0009874836698049471
0.184702650857158,22.6687949347263,27.6754787259037,26.5334261585027,17.6648972966266,-0.148418690264784,5873.00079612248,301167.45771227,0.0010720897092814199,0.000989815941749018,7.787492857565019,0.00103605019710745,0.0009874836698049471
0.274042762331199,31.763050936698,27.1817068565916,27.0134796336247,16.238093210957,0.127943635852728,24668.8770738267,666630.9448681,0.5199597227969771,0.000989815941749018,9.57086713451217,0.00105195072402047,0.0009874836698049471
0.366251352395397,23.1286653183447,45.7148674633401,27.1727693780931,10.0321722765965,0.085374379527662,8725.62974723522,601540.875899626,0.0010503903657499,0.000989815941749018,8.63422649919877,0.00102532761030956,0.0009874836698049471
0.8234089551121,28.2442338972911,46.4681226613466,20.4371096829744,9.44086191428825,-0.0926410431389697,7821.67798679695,524196.993434798,0.00565761445287737,0.000989815941749018,9.06115677946831,0.00102173349968844,0.0009874836698049471
0.963989410976879,32.8419563644333,38.5064941300079,18.9956827072054,7.06103797716554,0.168304904482141,16017.9219909357,179469.733618954,0.5130336370269699,0.000989815941749018,9.78733395009226,0.00101234408363449,0.0009874836698049471
0.423750116350362,36.0871577236103,43.0539875898324,28.1827610448748,11.1844352530956,0.179233355498128,18753.6137180808,834542.348341937,0.39815151291661605,0.000989815941749018,9.52548335276302,0.00103542575955252,0.0009874836698049471
0.952293872535229,33.4670511571271,30.0182048282586,20.5188694654079,11.3917922174395,-0.0368246153478511,19236.0685746041,710000.822784352,0.508512869286433,0.000989815941749018,9.70511494538812,0.00103281836006532,0.0009874836698049471
0.346837773972889,26.944614289226,43.1436576453922,22.6311002538586,17.2503923383576,0.178417434088513,5653.43945206376,227394.020850199,0.00106032108391281,0.000989815941749018,8.06603459991726,0.00103022386873135,0.0009874836698049471
0.531865754507948,22.690443092403,34.5901276762271,25.7764032222191,6.18079842082108,-0.134154847194813,6990.58674027026,477387.031484078,0.00102851140075785,0.000989815941749018,8.517031633431,0.00101441353825635,0.0009874836698049471
0.37364326874679,18.0732137483964,42.1382765561528,25.7252853768738,5.54055039307219,0.152402579957433,16730.2010250101,594806.217546326,0.3481653638682429,0.000989815941749018,9.433118643281409,0.00101420846350456,0.0009874836698049471
0.0582926175103057,29.8144628985506,42.5089424705878,25.5648099413374,6.01189284831169,-0.00284905009223149,9665.48062052671,368317.876363356,0.0420363230949126,0.000989815941749018,9.124141035455901,0.00101322147220088,0.0009874836698049471
